Time	sourceID	routerID	destinyID	packetID	txPower	RSSI
2020-02-28 12:36:12.940623+00:00	3	0	255	0	14	-14
2020-02-28 12:36:13.093295+00:00	3	0	255	0	11	-15
2020-02-28 12:36:13.212458+00:00	3	0	255	0	8	-16
2020-02-28 12:36:13.332755+00:00	3	0	255	0	5	-18
2020-02-28 12:37:43.766856+00:00	3	0	255	0	14	-15
2020-02-28 12:37:43.901281+00:00	3	0	255	0	11	-15
2020-02-28 12:37:44.021311+00:00	3	0	255	0	8	-15
2020-02-28 12:37:44.141406+00:00	3	0	255	0	5	-17
2020-02-28 12:38:42.909862+00:00	3	0	255	1	14	-15
2020-02-28 12:38:43.030007+00:00	3	0	255	1	11	-15
2020-02-28 12:38:43.181390+00:00	3	0	255	1	8	-15
2020-02-28 12:38:43.301660+00:00	3	0	255	1	5	-16
2020-02-28 12:39:42.068515+00:00	3	0	255	2	14	-15
2020-02-28 12:39:42.242749+00:00	3	0	255	2	11	-15
2020-02-28 12:39:42.361969+00:00	3	0	255	2	8	-16
2020-02-28 12:39:42.482217+00:00	3	0	255	2	5	-17
2020-02-28 12:40:41.196121+00:00	3	0	255	3	14	-15
2020-02-28 12:40:41.318743+00:00	3	0	255	3	11	-15
2020-02-28 12:40:41.438277+00:00	3	0	255	3	8	-16
2020-02-28 12:40:41.558247+00:00	3	0	255	3	5	-18
2020-02-28 12:41:40.359390+00:00	3	0	255	4	14	-15
2020-02-28 12:41:40.479727+00:00	3	0	255	4	11	-15
2020-02-28 12:41:40.603730+00:00	3	0	255	4	8	-16
2020-02-28 12:41:40.726709+00:00	3	0	255	4	5	-18
2020-02-28 12:42:39.547760+00:00	3	0	255	5	14	-15
2020-02-28 12:42:39.672211+00:00	3	0	255	5	11	-15
2020-02-28 12:42:39.794781+00:00	3	0	255	5	8	-16
2020-02-28 12:42:39.914839+00:00	3	0	255	5	5	-18
2020-02-28 12:43:38.701787+00:00	3	0	255	6	14	-15
2020-02-28 12:43:38.824700+00:00	3	0	255	6	11	-15
2020-02-28 12:43:38.944571+00:00	3	0	255	6	8	-16
2020-02-28 12:43:39.064873+00:00	3	0	255	6	5	-18
2020-02-28 12:44:37.865507+00:00	3	0	255	7	14	-15
2020-02-28 12:44:37.988089+00:00	3	0	255	7	11	-15
2020-02-28 12:44:38.109077+00:00	3	0	255	7	8	-16
2020-02-28 12:44:38.229574+00:00	3	0	255	7	5	-18
2020-02-28 12:45:37.062739+00:00	3	0	255	8	14	-15
2020-02-28 12:45:37.185704+00:00	3	0	255	8	11	-16
2020-02-28 12:45:37.305851+00:00	3	0	255	8	8	-17
2020-02-28 12:45:37.425920+00:00	3	0	255	8	5	-20
2020-02-28 12:46:36.249071+00:00	3	0	255	9	14	-15
2020-02-28 12:46:36.369198+00:00	3	0	255	9	11	-16
2020-02-28 12:46:36.488910+00:00	3	0	255	9	8	-18
2020-02-28 12:46:36.608645+00:00	3	0	255	9	5	-20
2020-02-28 12:47:35.398752+00:00	3	0	255	10	14	-15
