Time	sourceID	routerID	destinyID	packetID	txPower	RSSI
2020-03-03 13:10:27.492143+00:00	3	0	255	0	14	-18
2020-03-03 13:10:27.649160+00:00	3	0	255	0	11	-20
2020-03-03 13:10:27.771810+00:00	3	0	255	0	8	-24
2020-03-03 13:10:27.895966+00:00	3	0	255	0	5	-26
2020-03-03 13:11:11.730541+00:00	3	0	255	0	14	-16
2020-03-03 13:11:11.855308+00:00	3	0	255	0	11	-18
2020-03-03 13:11:11.979219+00:00	3	0	255	0	8	-20
2020-03-03 13:11:12.103577+00:00	3	0	255	0	5	-23
2020-03-03 13:11:21.399803+00:00	3	0	255	0	14	-18
2020-03-03 13:11:21.527422+00:00	3	0	255	0	11	-18
2020-03-03 13:11:21.651575+00:00	3	0	255	0	8	-20
2020-03-03 13:11:21.775397+00:00	3	0	255	0	5	-23
2020-03-03 13:12:20.543657+00:00	3	0	255	1	14	-23
2020-03-03 13:12:20.668135+00:00	3	0	255	1	11	-24
2020-03-03 13:12:20.791983+00:00	3	0	255	1	8	-24
2020-03-03 13:12:20.915605+00:00	3	0	255	1	5	-26
2020-03-03 13:13:19.702244+00:00	3	0	255	2	14	-22
2020-03-03 13:13:19.828243+00:00	3	0	255	2	11	-24
2020-03-03 13:13:19.952014+00:00	3	0	255	2	8	-24
2020-03-03 13:13:20.075933+00:00	3	0	255	2	5	-26
2020-03-03 13:14:18.829188+00:00	3	0	255	3	14	-40
2020-03-03 13:14:18.956904+00:00	3	0	255	3	11	-42
2020-03-03 13:14:19.082927+00:00	3	0	255	3	8	-43
2020-03-03 13:14:19.210883+00:00	3	0	255	3	5	-45
2020-03-03 13:15:17.992090+00:00	3	0	255	4	14	-42
2020-03-03 13:15:18.116905+00:00	3	0	255	4	11	-42
2020-03-03 13:15:18.240989+00:00	3	0	255	4	8	-44
2020-03-03 13:15:18.365100+00:00	3	0	255	4	5	-46
2020-03-03 13:15:23.376018+00:00	3	2	255	4	14	-44
2020-03-03 13:15:23.500979+00:00	3	2	255	4	11	-45
2020-03-03 13:15:23.624583+00:00	3	2	255	4	8	-46
2020-03-03 13:15:23.748532+00:00	3	2	255	4	5	-48
2020-03-03 13:15:23.872782+00:00	2	0	255	0	14	-24
2020-03-03 13:15:23.996766+00:00	3	2	255	4	14	-44
2020-03-03 13:15:24.120943+00:00	3	2	255	4	11	-45
2020-03-03 13:15:24.244990+00:00	3	2	255	4	8	-46
2020-03-03 13:15:24.368693+00:00	3	2	255	4	5	-48
2020-03-03 13:15:24.493047+00:00	2	0	255	0	11	-28
2020-03-03 13:15:24.616846+00:00	3	2	255	4	14	-44
2020-03-03 13:15:24.740884+00:00	3	2	255	4	11	-45
2020-03-03 13:15:24.864813+00:00	3	2	255	4	8	-46
2020-03-03 13:15:24.989045+00:00	3	2	255	4	5	-48
2020-03-03 13:15:25.113153+00:00	2	0	255	0	8	-32
2020-03-03 13:15:25.236905+00:00	3	2	255	4	14	-44
2020-03-03 13:15:25.360841+00:00	3	2	255	4	11	-45
2020-03-03 13:15:25.484873+00:00	3	2	255	4	8	-46
2020-03-03 13:15:25.608741+00:00	3	2	255	4	5	-48
2020-03-03 13:15:25.732770+00:00	2	0	255	0	5	-36
2020-03-03 13:16:17.180838+00:00	3	0	255	5	14	-42
2020-03-03 13:16:17.305552+00:00	3	0	255	5	11	-42
2020-03-03 13:16:17.429500+00:00	3	0	255	5	8	-44
2020-03-03 13:16:17.553404+00:00	3	0	255	5	5	-46
2020-03-03 13:16:22.547533+00:00	3	2	255	5	14	-44
2020-03-03 13:16:22.744550+00:00	3	2	255	5	11	-44
2020-03-03 13:16:22.869479+00:00	3	2	255	5	8	-46
2020-03-03 13:16:22.993129+00:00	3	2	255	5	5	-48
2020-03-03 13:16:23.157437+00:00	2	0	255	1	14	-18
2020-03-03 13:16:23.281637+00:00	3	2	255	5	14	-44
2020-03-03 13:16:23.405201+00:00	3	2	255	5	11	-44
2020-03-03 13:16:23.527745+00:00	3	2	255	5	8	-46
2020-03-03 13:16:23.651599+00:00	3	2	255	5	5	-48
2020-03-03 13:16:23.775888+00:00	2	0	255	1	11	-20
2020-03-03 13:16:23.899789+00:00	3	2	255	5	14	-44
2020-03-03 13:16:24.023751+00:00	3	2	255	5	11	-44
2020-03-03 13:16:24.147651+00:00	3	2	255	5	8	-46
2020-03-03 13:16:24.271942+00:00	3	2	255	5	5	-48
2020-03-03 13:16:24.395612+00:00	2	0	255	1	8	-23
2020-03-03 13:16:24.519732+00:00	3	2	255	5	14	-44
2020-03-03 13:16:24.644149+00:00	3	2	255	5	11	-44
2020-03-03 13:16:24.767722+00:00	3	2	255	5	8	-46
2020-03-03 13:16:24.892227+00:00	3	2	255	5	5	-48
2020-03-03 13:16:25.015518+00:00	2	0	255	1	5	-26
2020-03-03 13:17:16.335293+00:00	3	0	255	6	14	-36
2020-03-03 13:17:16.461275+00:00	3	0	255	6	11	-37
2020-03-03 13:17:16.584534+00:00	3	0	255	6	8	-39
2020-03-03 13:17:16.708635+00:00	3	0	255	6	5	-42
2020-03-03 13:17:21.732356+00:00	3	2	255	6	14	-44
2020-03-03 13:17:21.856263+00:00	3	2	255	6	11	-45
2020-03-03 13:17:21.980217+00:00	3	2	255	6	8	-47
2020-03-03 13:17:22.104397+00:00	3	2	255	6	5	-48
2020-03-03 13:17:22.229025+00:00	2	0	255	2	14	-26
2020-03-03 13:17:22.353825+00:00	3	2	255	6	14	-44
2020-03-03 13:17:22.476716+00:00	3	2	255	6	11	-45
2020-03-03 13:17:22.600448+00:00	3	2	255	6	8	-47
2020-03-03 13:17:22.724074+00:00	3	2	255	6	5	-48
2020-03-03 13:17:22.848183+00:00	2	0	255	2	11	-28
2020-03-03 13:17:22.972238+00:00	3	2	255	6	14	-44
2020-03-03 13:17:23.096103+00:00	3	2	255	6	11	-45
2020-03-03 13:17:23.220451+00:00	3	2	255	6	8	-47
2020-03-03 13:17:23.344058+00:00	3	2	255	6	5	-48
2020-03-03 13:17:23.468251+00:00	2	0	255	2	8	-31
2020-03-03 13:17:23.592508+00:00	3	2	255	6	14	-44
2020-03-03 13:17:23.715925+00:00	3	2	255	6	11	-45
2020-03-03 13:17:23.840427+00:00	3	2	255	6	8	-47
2020-03-03 13:17:23.964260+00:00	3	2	255	6	5	-48
2020-03-03 13:17:24.088458+00:00	2	0	255	2	5	-36
2020-03-03 13:18:15.498576+00:00	3	0	255	7	14	-39
2020-03-03 13:18:15.624696+00:00	3	0	255	7	11	-39
2020-03-03 13:18:15.752864+00:00	3	0	255	7	8	-41
2020-03-03 13:18:15.876450+00:00	3	0	255	7	5	-43
2020-03-03 13:18:20.886842+00:00	3	2	255	7	14	-18
2020-03-03 13:18:21.013090+00:00	3	2	255	7	11	-18
2020-03-03 13:18:21.136381+00:00	3	2	255	7	8	-19
2020-03-03 13:18:21.260806+00:00	3	2	255	7	5	-21
2020-03-03 13:18:21.384823+00:00	2	0	255	3	14	-31
2020-03-03 13:18:21.509599+00:00	3	2	255	7	14	-18
2020-03-03 13:18:21.632566+00:00	3	2	255	7	11	-18
2020-03-03 13:18:21.757271+00:00	3	2	255	7	8	-19
2020-03-03 13:18:21.880899+00:00	3	2	255	7	5	-21
2020-03-03 13:18:22.004824+00:00	2	0	255	3	11	-34
2020-03-03 13:18:22.126989+00:00	3	2	255	7	14	-18
2020-03-03 13:18:22.249022+00:00	3	2	255	7	11	-18
2020-03-03 13:18:22.374005+00:00	3	2	255	7	8	-19
2020-03-03 13:18:22.497133+00:00	3	2	255	7	5	-21
2020-03-03 13:18:22.620916+00:00	2	0	255	3	8	-38
2020-03-03 13:18:22.745252+00:00	3	2	255	7	14	-18
2020-03-03 13:18:22.869139+00:00	3	2	255	7	11	-18
2020-03-03 13:18:22.992674+00:00	3	2	255	7	8	-19
2020-03-03 13:18:23.116637+00:00	3	2	255	7	5	-21
2020-03-03 13:18:23.240796+00:00	2	0	255	3	5	-42
2020-03-03 13:19:14.694893+00:00	3	0	255	8	14	-42
