Time	sourceID	routerID	destinyID	packetID	txPower	RSSI
27-02-2020 20:40:22.893252	2	0	1	0	11	-17
27-02-2020 20:40:22.894169	2	0	1	0	8	-17
27-02-2020 20:40:22.894688	2	0	1	0	5	-20
27-02-2020 20:40:22.895088	3	0	1	12	5	-33
27-02-2020 20:40:22.895682	3	0	1	13	14	-18
27-02-2020 20:40:22.896080	3	0	1	13	11	-19
27-02-2020 20:40:22.896571	3	0	1	13	8	-21
27-02-2020 20:40:22.897017	3	0	1	13	5	-24
27-02-2020 20:40:22.897450	3	2	1	13	14	-24
27-02-2020 20:40:22.898200	3	2	1	13	11	-26
27-02-2020 20:41:22.109020	2	0	1	1	5	-18
27-02-2020 20:41:22.109803	3	0	1	14	11	-26
27-02-2020 20:41:22.110242	3	0	1	14	8	-28
27-02-2020 20:41:22.110728	3	0	1	14	5	-30
27-02-2020 20:41:22.111243	3	2	1	14	14	-30
27-02-2020 20:41:22.111756	3	2	1	14	11	-33
27-02-2020 20:41:22.112223	3	2	1	14	8	-37
27-02-2020 20:41:22.112751	3	2	1	14	5	-42
27-02-2020 20:41:22.113137	2	0	1	1	14	-15
27-02-2020 20:41:22.113672	3	2	1	14	14	-30
27-02-2020 20:41:22.114069	3	2	1	14	11	-33
27-02-2020 20:41:22.114548	3	2	1	14	8	-37
27-02-2020 20:41:22.115067	3	2	1	14	5	-42
27-02-2020 20:42:21.298793	2	0	1	2	8	-50
27-02-2020 20:42:21.299474	2	0	1	2	5	-52
27-02-2020 20:42:21.300006	3	0	1	15	8	-42
27-02-2020 20:42:21.300449	3	0	1	15	5	-44
27-02-2020 20:42:21.301007	3	2	1	15	14	-22
27-02-2020 20:42:21.301444	3	2	1	15	11	-23
27-02-2020 20:42:21.301910	3	2	1	15	8	-24
27-02-2020 20:42:21.302436	3	2	1	15	5	-27
27-02-2020 20:42:21.302874	2	0	1	2	14	-50
27-02-2020 20:42:21.303334	3	2	1	15	14	-22
27-02-2020 20:42:21.303852	3	2	1	15	11	-23
27-02-2020 20:42:21.304244	3	2	1	15	8	-24
27-02-2020 20:43:20.473809	2	0	1	3	8	-39
27-02-2020 20:43:20.474547	2	0	1	3	5	-42
27-02-2020 20:43:20.475017	3	0	1	16	8	-39
27-02-2020 20:43:20.475459	3	0	1	16	5	-42
27-02-2020 20:43:20.476008	3	2	1	16	14	-18
27-02-2020 20:43:20.476446	3	2	1	16	11	-19
27-02-2020 20:43:20.476912	3	2	1	16	8	-21
27-02-2020 20:43:20.477433	3	2	1	16	5	-24
27-02-2020 20:43:20.478059	2	0	1	3	14	-36
27-02-2020 20:43:20.478641	3	2	1	16	14	-18
27-02-2020 20:43:20.479029	3	2	1	16	11	-19
27-02-2020 20:43:20.479469	3	2	1	16	8	-21
