Time	sourceID	routerID	destinyID	packetID	txPower	RSSI
27-02-2020 20:38:52.212450	3	0	2	14	14	-30
27-02-2020 20:38:52.213142	3	0	2	14	11	-33
27-02-2020 20:38:52.213801	3	0	2	14	8	-37
27-02-2020 20:38:52.214264	3	0	2	14	5	-42
27-02-2020 20:39:51.410910	3	0	2	15	14	-22
27-02-2020 20:39:51.411561	3	0	2	15	11	-23
27-02-2020 20:39:51.411979	3	0	2	15	8	-24
27-02-2020 20:39:51.412366	3	0	2	15	5	-27
27-02-2020 20:40:50.580913	3	0	2	16	14	-18
27-02-2020 20:40:50.581554	3	0	2	16	11	-19
27-02-2020 20:40:50.581972	3	0	2	16	8	-21
27-02-2020 20:40:50.582359	3	0	2	16	5	-24
27-02-2020 20:41:49.771105	3	0	2	17	14	-18
27-02-2020 20:41:49.771751	3	0	2	17	11	-19
27-02-2020 20:41:49.772179	3	0	2	17	8	-21
27-02-2020 20:41:49.772582	3	0	2	17	5	-24
27-02-2020 20:42:49.006620	3	0	2	18	14	-18
27-02-2020 20:42:49.007248	3	0	2	18	11	-16
27-02-2020 20:42:49.007687	3	0	2	18	8	-18
27-02-2020 20:42:49.008075	3	0	2	18	5	-20
27-02-2020 20:43:48.188166	3	0	2	19	14	-19
27-02-2020 20:43:48.188818	3	0	2	19	11	-22
27-02-2020 20:43:48.189241	3	0	2	19	8	-25
27-02-2020 20:43:48.189649	3	0	2	19	5	-29
27-02-2020 20:44:47.397806	3	0	2	20	14	-25
27-02-2020 20:44:47.398452	3	0	2	20	11	-28
27-02-2020 20:44:47.398895	3	0	2	20	8	-32
27-02-2020 20:44:47.399287	3	0	2	20	5	-36
27-02-2020 20:45:46.626677	3	0	2	21	14	-14
27-02-2020 20:45:46.627300	3	0	2	21	11	-14
27-02-2020 20:45:46.627732	3	0	2	21	8	-14
27-02-2020 20:45:46.628124	3	0	2	21	5	-15
27-02-2020 20:46:45.838764	3	0	2	22	14	-34
27-02-2020 20:46:45.839384	3	0	2	22	11	-38
27-02-2020 20:46:45.839803	3	0	2	22	8	-42
27-02-2020 20:46:45.840207	3	0	2	22	5	-46
27-02-2020 20:47:45.035681	3	0	2	23	14	-24
27-02-2020 20:47:45.036317	3	0	2	23	11	-30
27-02-2020 20:47:45.036749	3	0	2	23	8	-35
27-02-2020 20:47:45.037140	3	0	2	23	5	-39
27-02-2020 20:48:44.221358	3	0	2	24	14	-15
27-02-2020 20:48:44.222006	3	0	2	24	11	-16
27-02-2020 20:48:44.222439	3	0	2	24	8	-20
27-02-2020 20:48:44.222836	3	0	2	24	5	-24
27-02-2020 20:49:43.417207	3	0	2	25	14	-14
27-02-2020 20:49:43.417844	3	0	2	25	11	-15
